code_commune,population,nb_medecins,prix_moyen,densite_medecins,tension_medicale,prix_par_medecin,score_tension,categorie
44133,3099,3.0,161513.39992727272,0.968054211035818,1033.0,53837.799975757574,-0.5790525013618081,correct
44134,1071,,133023.69743589743,,,,,inconnu
44135,4114,11.0,356912.3484962406,2.6737967914438503,374.0,32446.577136021875,-1.3424042662318711,correct
44136,1275,1.0,394324.6787878788,0.7843137254901961,1275.0,394324.6787878788,-0.29873212640193664,correct
44137,3623,2.0,177834.53165048544,0.5520287054926857,1811.5,88917.26582524272,0.32272192800290234,tension
44138,1141,1.0,123630.46115789474,0.8764241893076249,1141.0,123630.46115789474,-0.453950846421039,correct
44139,1563,,104320.0129496403,,,,,inconnu
44140,1585,,117753.72883116882,,,,,inconnu
44141,1301,,102668.84157894737,,,,,inconnu
44142,1970,2.0,83814.23287671233,1.0152284263959392,985.0,41907.11643835616,-0.6346532368910388,correct
44143,44055,81.0,665172.6223564144,1.8386108273748722,543.8888888888889,8212.007683412525,-1.1456136999721636,correct
44144,2409,3.0,341054.6470526316,1.2453300124533002,803.0,113684.8823508772,-0.8454726924393718,correct
44145,3324,2.0,193139.04886075947,0.601684717208183,1662.0,96569.52443037974,0.1495488038024859,tension
44146,2191,,349749.7663716814,,,,,inconnu
44148,717,,89850.36294573643,,,,,inconnu
44149,4133,,148541.7750515464,,,,,inconnu
44150,4043,2.0,216259.1168,0.4946821667078902,2021.5,108129.5584,0.5659751459432867,tension
44151,7130,4.0,379487.0423643411,0.5610098176718092,1782.5,94871.76059108527,0.28912981695399215,tension
44152,3067,4.0,153678.13477011494,1.3042060645582,766.75,38419.533692528734,-0.8874628312505096,correct
44153,1798,,117524.9614213198,,,,,inconnu
44154,15008,6.0,324226.5606195652,0.3997867803837953,2501.3333333333335,54037.760103260865,1.1217894431261173,tension
44155,3571,3.0,158558.9183333333,0.8401008120974517,1190.3333333333333,52852.972777777766,-0.39680564601599644,correct
44156,3253,2.0,118528.85972222225,0.6148170919151552,1626.5,59264.42986111112,0.10842742648399235,tension
44157,1785,,111698.98963768117,,,,,inconnu
44158,7934,7.0,298335.7595486111,0.8822788001008318,1133.4285714285713,42619.39422123016,-0.46272120053725707,correct
44159,1272,,204468.41911764705,,,,,inconnu
44161,3860,3.0,147863.94146341464,0.7772020725388601,1286.6666666666667,49287.98048780488,-0.28521805873858186,correct
44162,51282,59.0,380453.0947402276,1.1505011505011506,869.1864406779661,6448.35753796996,-0.7688057177777737,correct
44163,4999,4.0,196351.9110958904,0.8001600320064013,1249.75,49087.9777739726,-0.32798042998762567,correct
44164,2423,,177328.95139013452,,,,,inconnu
44165,2452,,115699.253592233,,,,,inconnu
44166,6122,5.0,159490.13857142857,0.8167265599477295,1224.4,31898.027714285716,-0.35734456843900053,correct
44168,4182,2.0,157905.50910596026,0.47824007651841227,2091.0,78952.75455298013,0.6464803775949853,tension
44169,7892,5.0,256615.39870619943,0.6335529650278763,1578.4,51323.07974123988,0.052710856089075865,tension
44170,983,1.0,81030.94,1.0172939979654119,983.0,81030.94,-0.6369699342047567,correct
44171,2142,,227271.3615384616,,,,,inconnu
44172,16512,15.0,356498.732448,0.9084302325581395,1100.8,23766.5821632,-0.5005164624267697,correct
44173,2163,,74765.5783625731,,,,,inconnu
44174,2431,1.0,271311.43060810806,0.41135335252982314,2431.0,271311.43060810806,1.040318920927036,tension
44175,5352,2.0,322722.5079824561,0.37369207772795215,2676.0,161361.25399122806,1.3241143418574843,tension
44176,3273,1.0,116078.66724137931,0.30553009471432935,3273.0,116078.66724137931,2.0156484900022913,désert médical
44178,2690,1.0,122446.68886666663,0.37174721189591076,2690.0,122446.68886666663,1.34033122305351,tension
44179,5520,3.0,237519.57651741296,0.5434782608695652,1840.0,79173.19217247098,0.35573486472338306,tension
44180,6734,2.0,161981.53296089385,0.29700029700029695,3367.0,80990.76648044692,2.124533263747035,désert médical
44182,5623,5.0,283104.98572115385,0.8892050506846879,1124.6,56620.99714423077,-0.47294776439352626,correct
44183,2919,3.0,353527.9195945946,1.027749229188078,973.0,117842.63986486488,-0.6485534207733464,correct
44184,74778,88.0,330444.9635968601,1.176816710797293,849.75,3755.056404509774,-0.7913198927312148,correct
44185,3367,1.0,199644.2376013513,0.29700029700029695,3367.0,199644.2376013513,2.124533263747035,désert médical
44186,7354,5.0,194501.10888888888,0.6799020940984498,1470.8,38900.22177777778,-0.07192745938894977,correct
44187,4847,6.0,249078.78954545452,1.2378791004745202,807.8333333333334,41513.131590909084,-0.8398740072645534,correct
44188,9597,11.0,192718.37015695067,1.1461915181827655,872.4545454545455,17519.851832450062,-0.7650201129993486,correct
44189,2481,3.0,189790.7055140187,1.2091898428053203,827.0,63263.5685046729,-0.8176723246747565,correct
44190,28996,23.0,375587.893697632,0.7932128569457857,1260.695652173913,16329.908421636175,-0.31530154849352804,correct
44192,2902,1.0,201914.05277777775,0.34458993797381116,2902.0,201914.05277777775,1.5859011383076123,tension
44193,1548,1.0,115880.02081632652,0.6459948320413437,1548.0,115880.02081632652,0.017497056920562984,tension
44194,8662,8.0,620112.3540425531,0.9235742322789194,1082.75,77514.04425531914,-0.5214246556830742,correct
44195,9658,11.0,273602.2350458716,1.1389521640091116,878.0,24872.930458715597,-0.7585965431749488,correct
44196,1719,,102820.87561403507,,,,,inconnu
44197,1692,,65257.97071038252,,,,,inconnu
44198,9280,9.0,403840.86477024073,0.9698275862068966,1031.111111111111,44871.207196693416,-0.5812404932692083,correct
44199,2014,,95371.63549019607,,,,,inconnu
44200,347,,63561.03390625,,,,,inconnu
44201,7629,7.0,522281.21015189873,0.9175514484205006,1089.857142857143,74611.60145027125,-0.5131921063003979,correct
44202,1845,1.0,215054.5124161074,0.5420054200542005,1845.0,215054.5124161074,0.36152660800767794,tension
44203,2041,2.0,212599.2323015873,0.9799118079372856,1020.5,106299.61615079365,-0.5935318595725453,correct
44204,11123,15.0,316078.563457249,1.3485570439629595,741.5333333333333,21071.90423048327,-0.9166725232143034,correct
44205,2654,,137732.25983606555,,,,,inconnu
44206,1963,1.0,118612.8355263158,0.5094243504839532,1963.0,118612.8355263158,0.49821174951703673,tension
44207,1134,,157899.50625,,,,,inconnu
44208,984,,609101.7342857143,,,,,inconnu
44209,10621,8.0,268057.34795795794,0.7532247434328218,1327.625,33507.16849474474,-0.23777402833473318,correct
44210,8316,6.0,178069.2843206522,0.7215007215007215,1386.0,29678.214053442032,-0.17015542549059062,correct
44211,4971,7.0,290724.7219770115,1.408167370750352,710.1428571428571,41532.10313957307,-0.9530336391477051,correct
44212,9738,14.0,253090.92729138167,1.4376668720476484,695.5714285714286,18077.923377955834,-0.9699124338619358,correct
44213,7636,3.0,115896.70751037344,0.39287585123101104,2545.3333333333335,38632.235836791144,1.172756784027912,tension
44214,2125,,80411.93983870967,,,,,inconnu
44215,26487,31.0,384808.7468310428,1.1703854721183977,854.4193548387096,12413.185381646543,-0.7859111518253976,correct
44216,4169,2.0,421000.4507507507,0.4797313504437515,2084.5,210500.22537537536,0.6389511113254019,tension
44217,6730,4.0,245012.94234527685,0.5943536404160475,1682.5,61253.23558631921,0.17329495126809485,tension
44218,702,,72758.39162790697,,,,,inconnu
44220,1739,,115335.98707317072,,,,,inconnu
44221,1583,,211489.728515625,,,,,inconnu
44222,1277,,126859.88765957448,,,,,inconnu
44223,3757,4.0,573624.5934693877,1.064679265371307,939.25,143406.14836734693,-0.6876476879423368,correct
44224,1837,,167304.41477272726,,,,,inconnu
